sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A11T3X2QRWSYUI	Best tasting protein power around.	I've tried a bunch of them and the taste of this product is outstanding.  Even the folks behind the counter at my gym commented on it and they sell a competing product.  Give it a try, you won't be disappointed.	1	0
		A39TSOBXL6M2Z4	lame, big disappointment...	I ran out of mate, and have been drinking mate for a long time. I ended up picking this up at the local Co-op. Well I gotta say this tastes horrible. I have been drinking mate for a long time as I lived in Argentina, and this tastes nothing like normal mate. I understand the idea behind this mate, and the better health reasons behind having it unsmoked and organic, which organic and unsmoked sounds like an amazing idea, especially since I prefer organic everything! The problem is that this mate tastes nothing like normal mate, and really doesn't have a good taste. There are a lot of Americans who when they drink mate out of a gourd and bombilla who think that it tastes like dirt. Well this mate is definitely a dirt earthy taste. It tastes nothing like a good crop of mate, this is highly agreed by my Argentinian friend who ended up throwing his purchase in the garbage just after 2 gourds full, and eventually I tried to struggle through this yerba, but in the end it was just too much for me. Waste of money, and the many Argentinians that are friends of the family want to stay away from this mate, when even they would prefer to drink organic as well. Sorry eco teas, but your crafty wording, and healthy image doesn't always mean it is good. I mean just because you have a pretty label, and you take out all the stalk from your teas does not mean they are truly better. The stalk is fundamentally part of yerba mate, as an image and why waste the other part of the plant right? For an alternative to smoked mate and non organic there are better ones out there....	6	3
		ANMAEMCHWTH6R	Favorite flavors	If you are like me and you have just a few really favorite flavors of coffee this may be the package you are looking for.  Just the ones you like best. Like a greatest hits package with no filler.	0	0
		A4AAM3PB3S0DF	Perfect for my dog!	My boxer needed antibiotics for 8 weeks. He loves them. He thinks they are treat and does not notice the medication inside. Also they are a great cost saver online.	0	0
		A1CPI04MDV0TQ3	Yummy Jerky Strips	These are the best Jerky Strips I have ever tasted. Our family has been eating them for years and they are typically a Christmas delight.	0	0
		AVC789PXME9TG	According to the Manufacturer's own website these have no Olive Oil!!!!	"Ingredients on Deep River Snacks's website are: Potatoes, sunflower oil and/or corn oil, whey, sea salt, onion powder, sugar, garlic powder, torula yeast, dried parsley, maltodextrix, canola oil, soybean oil, rosemary extract and ""natural flavors"".<br /><br />False adversing much?"	5	3
		A1QOMNT8I81SIP	Great flavor and quality!	I use this oil for dipping breads and for making salad dressing. It has a very nice flavor, it tastes like avocados but is not overpowering.	3	0
		A36O1VMDFDD3VW	Bring Back Verona	As a perusal of comment about Verona Dark will show, the fans of regular Verona are terribly disappointed that their favorite coffee is being discontinued. It's your company and you can run it any way you please. Conclusion: Unless there is a specific reason to discontinue regular Verona, the decision to do so is (for me terribly) ill-advised.<br /><br />There. How's that for potentially positive and useful feedback?<br /><br />PS: I cannot choose the product you want me to specify, because you mention only DARK Verona.	0	0
		A27RDH1HQ7SQBG	Fabulous subtle pear taste	This is an excellent tea - subtle pear taste in an exquisite white tea blend	3	0
		A1ISS4F3IRVTS0	Why does this have sucralose?	My whole family(7 people) tasted all 3 flavors and they are sickly sweet.  Very disappointed that product has sucralose.  I wouldn't buy it again	9	2
		A2N9HGZNY042FY	too good to be healthy	"Stores are not carrying this product - thank goodness I can still get them!!!!<a href=""http://www.amazon.com/gp/product/B000CMHMUC"">Genisoy Soy Crisps, Deep Sea Salted, 3.85-Ounce Bags (Pack of 12)</a>"	0	0
		A1QF9W9CQV99HK	How much for shipping???	"This food is great. My German Shepherd does well on only 2 cups a day of the all stages formula.<br /><br />I've had a hard time finding it in my area as this is a smaller town. I am excited to see it available here but no where can I find out how much it costs to ship a 40lb bag?<br /><br />Amazon doesn't seem to have a ""contact-us"" option either, so until I can find out how much they charge for a 40 pound bag I'll just have to do without.<br /><br />If anyone can tell me what the shipping was on their bag I'd love to know.<br /><br />Thanks,<br /><br />Birdy..."	0	1
		A3D5G4O836WMW1	As always, as expected.	Altoids are my favorite mint and this is the way to buy them to last for a while.  Save money and get them sent straight to my door.  Usually get 4 of the double boxes of 6 per box.  Definitely worth the savings.	1	0
		A1BRIY5SDHY793	A sigh of relief	My child was re-diagnosed with a gluten allergy a few months ago.  I had went through changing his diet when he was an infant/toddler, but I knew that doing it again as a six year old was going to be more difficult.  It is important to note that my child also has Aspergers; so change for him has been difficult.<br />I, like any other mother, frantically searched to find foods that my child could and would eat.  I am embarrassed to tell you how much I spent on breads alone.  I couldn't find any that he would eat. After resolving that we just wouldn't eat anything similar to bread, I stumbled on this mix in a different health food store.  I have been familiar with Pamela's products and recommend their products to anyone who hasn't tried them.  I was amazed by the outcome.  This bread has great texture, looks like the real deal, and a taste that rallies the real deal as well.  Amazon.com also has the best price if you use its free super saver shipping.  HIghly recommend	0	0
		A3R7R8ARVN2P3D	Outstanding Food for both healthy and sick cats	"I first switched to this food for my senior cats who both had cancer (most likely from my feeding them cheap food all their lives - never again). Within days of starting my cancer-cats on this food they both perked up, gained weight, and actually maintained the last few months of their lives in an active and normal manner. Both of course finally succumbed to cancer, but even the vet was surprised at how long they lived after diagnosis, and how brief the period of their final decline was (they both sort of bottomed out within a two day period at the end).<br /><br />Now, the other piece: I had purchased another Siamese upon learning of my other cats' illness, and he not only loved them, he also loved the Natural Balance food, which was all he got. I noticed that as he grew he was not anemic looking as most siamese are, but actually had good muscle tone. When I brought him for his first vet checkup the vet said, and I quote ""In 20 years, this is the healthiest looking Siamese cat I have ever seen."" She commented on his physique, muscle tone, activity level, coat, etc. I later adopted a Tabby the same age as the Siamese, and got the same response. Both cats just have sleek, beautiful coats, are very athletic and energetic, and love the Natural Balance food.<br /><br />I firmly believe that this food (and I now also use Blue Buffalo Wilderness for some variety) has made a real and noticeable differnce in the health and quality of life of my cats, and I highly recommend it to anyone. I will say my cats don't care for the wet Natural Balance foods, so I supplement their diet with an occasional Fancy Feast flavor that is free of glutens and fillers (you can Google for the list. Highly recommended.<br /><br />Addendum 4/12/10: My cats have changed their minds about the NB wet food and really enjoy it now. The key is to switch around the flavors.<br /><br />Addendum 4/22/11: have since adopted two more shelter cats, one a snowshoe siamese, the other a sable burmese. After each being on Natural Balance for about five months, the Snowshoe has a fur coat that is silky and beautiful; the little Burmese has a sleek shiny coat. Both have loads of energy. Again the vet was amazed at their coats and muscle tone, as was the vet tech."	15	0
		A1F44E6NGVC40R	Great snack product from Amazon	Amazon,we'll be back!  My daughter and I just started a very low carb diet and were searching for a snack.  The Lowrey's Micro Pork Rinds really fit the bill.  We both enjoy this snack and our diet loves it too!	0	0
		A1EE4BTPTHCZZH	best cheezies ever made!	My whole family loves these cheezies.  There is no replacement for this brand when you want a crispy, excellent tasting cheezie!	3	0
		A343AFAT1JZQTY	Sure puts the chalk in chalkolate	Sure to be a hit with chalk-a-holics everywhere, from first sip to last this product suggests its European heritage deep in the chalk mines of southern France.<br /><br />Some seem to be making a case for it only having 60 calories, but the Keurig Chai Latte only has 70, and that product actually tastes pretty good.<br /><br />I have yet to find a Keurig-compatible hot chocolate that stands up to plain old Swiss Miss, scooped from a tub or a foil packet. And Swiss Miss isn't that great to begin with, although it sure is cheaper than this stuff.<br /><br />I wonder if the size of the Keurig capsule limits the amount of cocoa and powdered milk that can be put into a cup, so what ends up there has to be strong and highly compromised.	0	0
		AXFXZZKD41AJ0	kal bi	I have always enjoyed NOH products and especially this one. It is excellent in a variety of ways, use your imagination and enjoy.	2	0
		A1JXDNYYEAABFO	Not as good as the Newman's Own Mints in the tins	I really enjoy all the flavors of Newman's Own Mints, and I thought I would try the rolls for a change.  Yes, the rolls are less expensive, but they do not have the same consistency or mouth feel as the mints of the same flavor that are sold in tins.  Also, the mints in tins do seem to last longer, so I wonder if these rolls (though convenient) are even a better bargain.  I would not purchase these again; rather, I will spring for a few extra dollars and continue to purchase the Newman's Own Mints in tins.	0	0
		A7FFT3N5OLKH4	Love Me Some popchips	If you have not tried popchips, what are you waiting for?  They are the best.  Not baked or fried but low cal, lowfat and HIGH TASTE.  I have tried everything on the market and these are by far the best product out there of it's kind.  Guilt free snacks that are delicious are hard to come by.  This company has it down!  Every flavor rocks and new ones are coming soon!	3	0
		A2UDUJG17I8S1	Greatest stuff on the planet	"This is the greatest stuff on the planet. First off, I think it's the best silken tofu there is--firm silken will do all of your silken needs, basically. I use it to make mousses for desserts in my food processor. For instance, add some melted chocolate chips, some corn starch, add to a graham cracker crust: you've got a pie. Or I will add some peanut butter, cocoa powder and maple syrup to make a mousse. I also like to just add strawberries and bananas and maple syrup for a ""yogurt."" I use it to make ""sour cream"" and onion dips for vegetables. I also like it to make ""sour cream"" for Mexican food and potatoes--my omni boyfriend can't even tell the difference. Also good to make mayonnaise for potato salad. I recommend a food processor or blender to really get the smooth, creamy texture. This tofu is the best stuff on the planet. I order the 12 pack of it, because I got through 4 or more a week. Also, I like to get the organic, because soybeans are typically highly sprayed crops. It's worth the few extra bucks. I love this stuff--behind my almond milk, this is my most vital ingredient."	17	1
		A2MUQG4M84JN3D	Excellent food!	This has proven to be an excellent food for our 10-year-old bulldog.  She no longer has tear stains, and her coat is luxurious.  She actually eats less, because this food is so nourishing.  Heartily recommended!	4	0
		A2OQ6RXQT17LGQ	Grove cocoa k-cups	Love them. Hardly notice any aftertaste from sweetener. I don't agree with some of the others that didn't like it...Will buy again...	0	0
		AIS2YOA9ZSVSM	Dolcetto Chocolae Wafer Rolls	These rolls are superior to the name brands sold in most supermarkets.  Purchasing 6 tins is also more economical.	0	0
		A1F8V34OD6BYUF	shipping high	I bought this for a Christmas gift but the shipping was almost as much as the product.  Otherwise, no problem	0	5
		A20CLXVQDNKAAJ	I like the cereal... wegmans has it 2 for 5.00 in new jersey	This is great cereal. I like the one with the raisins dates and pecans. Really delicious. I eat mine with fresh blueberries and bananas, sometimes I add raspberries, blackberries, or strawberries as well.<br /><br />This price is crazy. Perhaps it is a matter of having to pay all that commision to amazon that is making it difficult to be competitive on grocery type merchandise.<br /><br />They actually want me to pay 50 bucks for 7 boxes when I can often find it at 2 for 5.oo at wegmans, which would be 20 bucks for 8 boxes? ? ?<br /><br />Its outragious!	2	1
		A3M6K2F6V48AT8	Pei Wei, PF Changs, now my house	If you have ever wondered what that delicious dipping sauce for the crab wontons are at pei wei, or the amazing sauce on Chang's chicken is, this is it!<br /><br />I love this stuff.  I discovered it while at a pei wei someone had left a bottle of this laying out and I quick snapped a picture, took it to amazon and found it. It is great on pretty much everything, as previous users say.  I was also in a Thai restaurant the other night and they used the same sauce on an amazing salad.  Try this on a do it yourself salad consisting of sliced mangos, lettuce, onions, and red peppers.  Drench those ingredients in this stuff and everyone will think your a master chef.	0	0
		A2ZO3511FRFNWF	Super Yummy!!	This is by far the yummiest maple syrup we have ever tried...and we have tried many! I'm having trouble keeping my husband from over-dosing on the stuff! You can order without worry and be assured of a great product.	6	0
		A1YUT2TBOCHK5D	Yummy	I love these flavor tablets. They are so convenient keep with you to add flavor to coffee or tea. Try several flavors.	1	0
		A360OAQUH18QAJ	Lovely Treat - Not Too Sweet!	These cookies are our favorite summer treat - we keep them in the freezer so they get a cool soft crunch. They are sweet in that european way, so your teeth don't hurt when you eat them! I am a health conscious sugar addict (a tough combo!) and these fit the bill just right when I cannot bake my own desserts. We love the fresh lemony flavor after a meal, or as a mid-afternoon snack.<br /><br />If you like very sugary sweets, you probably won't like these. However,  if you want to wean yourself (or your kids!) off of a lot of white sugar intake, you might want to give these a try! A pack of 12 goes faster than you think...	7	0
		A3TLJWAV1WNI7V	Great tasting brownies	I can make some really good brownies from scratch but if you want to save time, you can't find better brownies in a box than this. Chewy, rich and moist with a crunchy crust - people who don't have to eat gluten free keep asking for them.	0	0
		A3G3WKXRJF4AI0	not like bacon	Certainly does not taste like bacon, but is good on a cold turkey sandwich.  If you are looking for a smoked flavor spead this is the spread for you.  Wouldn't every buy it again.	1	1
		A3OFZFLLURJNVZ	It's a party in my mouth!	I ordered these not knowing how good or bad they really were. They are amazing, incredible, delicious, and pretty good as well. The amaretto is injected by needle into two distinct bands that run the length of the cake, so the distribution is even and balanced. The cake itself is very good, reminiscent of a handmade pound cake of many years ago, before that horrible mess the grocery stores sell as 'pound cake' became the norm. Excellent flavor, texture, and moistness. Recommended without hesitation, UNLESS you are on a diet, in which case ordering this is akin to total surrender.	1	0
		A42YG78Z1GBBD	Love Green Mountain Breakfast Blend -- Great Coffee!!!!!	I just recently got my Keurig, and I've been trying the sample pack of coffee that came with it.  So far this is by far my favorite.  I nice mild coffee taste to enjoy in the morning or anytime.  I actually wish they made this coffee in a decaf version also so I could enjoy the great flavor of this one anytime!  I think this will be the main coffee in this house; I've tried some of the others and liked some of them more than others, but this is the runaway favorite.  I tend to put a good bit of cream and sugar in my coffee (can't stand it black!) but the nice flavor of this one comes through the cream and sugar.  (I've found that cream and sugar can't cover up the taste of coffee I don't like!)  I don't care for the bolder coffees at all (I don't feel like getting slapped in the face by my coffee in the morning!)<br /><br />I'd encourage everyone to give this a try if you like a light roast coffee with a mild, pleasant taste in the morning -- you won't be disappointed!!!	1	0
		A3S3L24L3MMDXR	GREAT TREATS	I try to stick to all natural products in my household.  That goes double for my dog.  she is a super mutt with a strong stomach, but that doesn't mean I want to take any chances.  these seem like quality treats and she really enjoys them. I have purchased several flavors and she loves them all.  will definitely buy them again.	0	0
		A3GIO61J5X9065	Healthy, cat friendly food.	My cats like this food a lot.  I am happy to give it to them because it seems to be very healthy for them.  I feed them the dry Natural Balance along with the canned which they are crazy about.  With this combination their coats are shinier and even their muscle structure is tighter and they look healthier and are doing very well.  Some former foods that I used left them always hungry.  With Natural Balance they are much more content.  As far as the cost is concerned,  I actually save money.  The food lasts longer because they eat less.  I have read this is  because they need less to meet their nutritional needs.  This does seem to be the case.  I recommend Natural Balance highly.	0	0
		A38S7A3XK1HIBF	Lindt Lindor Truffles Milk Chocolate	This is something I bought for my mother who has long enjoyed this candy. As usual, the candy was delicious, but the best thing was that it was delivered before Christmas, when it was ordered only about a week before.	0	0
		A1OJZTRLA5K7FF	healthy dog treats	Good value, excellent treats that dogs love. Especially good for dogs that may have allergies because they are made of sweet potatoes with nothing else added. Dogs love them because they are crunchy (and most likely a bit sweet).	0	0
		A1IZIRZ0JQE6NZ	Fantastic!	Bigelow Vanilla Caramel tea is the most delicious tea I have ever tasted. I  use Silk soy creamer with the tea to add an extra vanilla taste. I make my 5 cup pot of tea every morning using 3 bags of the Bigelow caramel tea with 2 bags of Bigelow decaffeinated English tea. I like my tea slightly decaffeinated. I wish you made a decaffeinated caramel vanilla tea because the taste would probably be mind blowing.	0	0
		A2F2O2GD72D8ZR	This is the stuff you want.	This is the best Sweet Chili sauce I have found anywhere. Some say its to sweet but hey, it's a Sweet Chili sauce and its supposed to be sweet. It has a rich full flavor that everyone in my family likes. Even my wife who can't stand anything anyone would consider hot just loves this sauce. I'm a pepper head myself. If you're like me and like a little more kick try adding some Sriracha Hot Chili Sauce to this and you will learn to love it too.	0	0
		AGYD1ZOSM59XM	Wonderful alternative to regular potato chips	I love these chips. They are light, crunchy, sweet, and salty. Buy them by the case through Amazon because they can be pricey at the grocery store.	0	0
		A1V53K3EL57R59	poor design	The lids keep popping off when the cup fills up with water, the only I have not tried is putting 2 holes in bottom of the cup so that the water might flow out faster. It's a damn mess getting coffee grounds in your cup! I would not buy anymore of them, unless I can fix the problem!!!!!No more disposebale K-cups for me!	1	0
		A30ELDPP5TCQ8J	WAY better than I expected	The label says they're popped, rather than fried or baked.  However they did it, these are great chips!  They're very nicely seasoned such that I don't think you'd be inclined to dip them, though they're certainly sturdy enough to.  The flavor is a nice balance sweet and salty with not too much of either. At 100 calories a bag, 3 grams of fat (no saturated, no trans fat), 16g carbohydrates and 230mg sodium per bag they're also great nutritionally.<br /><br />I'm not a big fan of sweet potatoes, but in this form they are terrific!  All five of us in this house from age 9 to 50-something are fans.<br /><br />I wish I was better at describing flavors but you'll just need to try them for yourself.	0	2
		A22S65QE7TW87Z	Babies love this food!	My twin girls loved the gerber sweet carrots during first year as we moved to solid foods and I loved the price of the 12 pack through the subscribe n save program discount!  I also enjoyed having this food shipped directly to my doorstep when I needed it and always having enough in the cupboards to keep my girls happy.  I highly recomend this flavor and quantity through the subscribe n save program!	0	0
		A2GLD72HQYHG0P	Best Grocery Store Coffee we have tried	We use a good brand drip coffee maker and tend to prefer darker roasts.  We have made a habit of buying what is on sale, but preferring Colombian or French Roast.  We tried Folgers Black Silk, and now we can't go back to the other options anymore.  It is the best we have tried short of grinding it fresh from quality beans.	9	1
		A1VT7BGA0A2GL8	Doctor Recommended...	I get this to add to my dogs food, it helps bulk up their stool & they don't scoot their bottoms.	1	0
		A3TKDMEPF59UY1	Beware this is actually a 'crystalline powder' = granulated.	Super fast delivery, fantastic product but it is granulated not in powder form as described. Blending it  dry for few minutes will pulverize it and  make it much more soluble when baking with.	0	0
		AE6APIV5K93KF	Cats love them and they are healthy!	We do pet adoptions and also run a shelter for cats. I personally own 7 cats!!! I have absolutely never had a problem with feeding these to any of my cats.<br /><br />They have NEVER vommited from this treat, I have a hard time believing this!!<br /><br />I do know that the recommended amt of treats is only 10.. I have never fed more then 10-12 at a time!<br /><br />At home I have adopted a persian and I often use the hairball treatments with her and they actually DO WORK!!!!! I give her the suggested doce of 10 treats at a time and they are very tasty. Since, I have never seen her gag from hairballs, not once!<br /><br />All of my cats come running when I open these treats. My favorites are the vitamins as well as the hairball and the regular plain I also love to feed them. They love them all!<br /><br />The ONLY other treats I feed usually are Pounce and Party Mix but Temptations are there favortires!<br /><br />I HAVE ABOUT 8 BAGS OF THESE IN MY CABINETS... Because I have a lot of treats!<br /><br />At the shelter I run, we keep all kinds of cats and kittens and we have about 35 right now and NONE have never had any problems with these treats to date. I am sorry that others have maybe had problems but these are the most tastiest and healthy treats available. I also love that they provide GREAT dental care and tarter control.<br /><br />Providing these treats I honestly feel that my vet bills will be less in the future with also providing treats that they absolutely LOVE!!!!<br /><br />My mom and I pay the vet bills for any sick cats, we love cats!!! So far we have been blessed with wonderful healthy strays and none have been diagnosed with feline aids or Leukemia and we do vaccinate and have them tested.<br /><br />Please give these treats a try, they are awesome! Oh and also buy the large bags because it is actually saving you lots of money from buying the smaller bags.. You get about 3x the ammount!	4	1
		ATXTYEQUG8O1R	Bitter taste	The seeds sprout well, it is true, but there is a bitter taste to this mixture. I use them on sandwiches and I thought there was something wrong with the non-fat mayo. Plain alfalfa sprouts taste much better.	2	0
		AHXBOOWS1RA50	the pure pantry	"My friend sent this to me and now I use it for everything! It has the texture of real cake!!!!!!!! No longer feeling deprived.<a href=""http://www.amazon.com/gp/product/B004HYW5JO"">The Pure Pantry Baking Mix, All Purpose Gluten Free, 1.4-Pound</a>"	1	0
		A36H23IFD2CEIE	Great Deal and Great Coffee	I love buying these in bulk because it's much cheaper in the long run. I got tired of buying the smaller boxes for $10 when I could buy 50 for $29. And having it delivered was even better!<br /><br />Taste wise - this coffee is bold, strong and isn't bitter. Tully's Italian Roast never disappoints and is my favorite.	0	0
		A213FJQVZ84IN2	Otto likes it!	My small mixed breed is a picky eater but he seems to like solos so long as I mix it with some good people food. He hasnt had problems digesting it  Delivery was prompt as expected.	0	0
		AVHJ03ISICS5Z	Hibiscus Tea.... Really good	"I tried this at Starbucks and loved it (even though theirs is different), so I brew up a container and mix it with decaf green tea and it is very refreshing and fruity. Healthy for your too, give it a try instead of sugary fruit punch for kids, brew up use your favorite sweetner and lots of ice. Really good.<a href=""http://www.amazon.com/gp/product/B000SATIZA"">Davidson's Tea Bulk, Herb Pure Org Hibiscus, 16-Ounce Bag</a>"	0	0
		A30TATOHS8HJ8M	My picky dog LOVES these!	My small Westie terrier absolutely loves his Greenies! I had other Westies in the past years and these were also their favorite treat. The company was sold and they changed the formula years ago and made them safer for the dogs to eat. They are the BEST!	0	0
		A2HBI5GKQINIXL	Very good buy.	I bought these for my boyfriend as a surprise present. I feel like it was a great buy and he loves it! The shipping was incredibly fast, I was not expecting him to get it so soon. Pleasantly surprised.	0	0
		A1RJ18I5BETWR5	Always one in my purse	"This is a great product that helps keep me from overindulging in expensive coffee house mochas!  It is easy to carry in pocket or purse, and makes ""plain"" coffee taste special.  I highly recommend this flavor along with others by Flavour Creations."	0	0
		A7KZSX89SI88W	A bakers dream come true.	This blend is really roasty. Since I am not a coffee drinker, I was less than thrilled with my purchase. However, all of that disappoinment went today as I added just 1 tablespoon of this hazelnut matcha into a basic scone recipe. I could not be happier with the addition of the hazelnut and I know that the matcha makes this a healthier alternative to the cookies I was eating with my black teas.	0	0
		A3CJGCQI6RKRNJ	Great oatmeal.	5 bucks at your local Costco.<br /><br />Snappy and clean texture, not mushy like quakers - very easy to eat. Microwavable. Prepares very fast.<br /><br />I highly recommend this product. I do not recommend that 17 dollar price Amazon has up - that's insane.	9	1
		A2HS6ND7J8IQ0L	Not the same as the canned version	"I expected that these canisters of Blue Diamond ""Roasted Almonds - Honey"" would be the same product as the little cans of Blue Diamond ""Honey Roasted Almonds"" ( <a href=""http://www.amazon.com/gp/product/B000ZSZ5PW"">Blue Diamond Almonds Honey Roast, 6-Ounce Tins (Pack of 12)</a> ) but they're surprisingly not the same, and have a very ""off"" taste.  What a disappointment!  Blue Diamond has apparently seen fit to add much more maltodextrin and ""other natural flavors"", which I suspect cause the odd taste, thus ruining a fabulous product.<br /><br />I've been having a hard time finding the small cans of Blue Diamond ""Honey Roasted Almonds"" at the supermarkets, despite all the other flavors being carried.  It's as if Blue Diamond just, for some reason, *wants* this product to fail.  First they make it hard to get the canned version, then they completely change the taste of a great product and package it in a canister, using a name that is so similar that it contains all the same words, but without a hint that it's not the same product.<br /><br />I'd contact Blue Diamond and complain, but I already know that they never respond to customers despite having a contact link on their website.  In the past, I wrote to them when they test-marketed and then removed some wonderful silvered almonds (not ""slivered"" but silvered, as in almonds with a very light sugary coating);  when I wrote to ask, instead of appreciating my interest as a customer, they simply ignored me.<br /><br />So I'm offering this review as a warning to anyone else who might make the same mistake, and think that these almonds will be like the similarly-named canned ""Honey Roasted Almonds"" from the same company.  The ones in the can are great;  these are just plain awful, and I'll be throwing out 2.9 canisters of 3 purchased."	2	1
		A1BW98MWAJDPB1	orbit white peppermint is the best!	This gum is my absolute favorite. By purchasing on amazon I can get the savings of large quanities at a very good price. I highly recommend to all gum chewers. Plus as you enjoy the peppermint flavor and freshing of breath you are whitening your teeth all at the same time.	2	0
		A1QW9ZCEC2T2QQ	Not much nuts for the price	I purchased two orders of these as gifts because it looks attractive in the photo and there appears to be a reasonable amount of nuts.<br /><br />CONS:<br />Turns out there is very little nut meats in this product.<br />The illusion was created by the the cellophane (wrapper or bags) folded underneath the nuts.<br /><br />I thought it was odd there weren't many reviews of this product, but I took a chance... unfortunately. Live and learn.	2	0
		A29SF0C9XJ92AD	Awesome!!!!!	These chips are fabulous!  If you are looking for a great Gluten Fee chip that is not genetically engineered you've found it!  Add some hummus and you are in heaven!  These chips are perfect.  I like this one because it is simple goodness with nothing added except sea salt.	1	0
		A2YZA421D3YOEI	good stuff	shipped in great shape.  I gave these to my son, he is the one who uses reg coffee and he really likes these disposable k-cups.  I guess I will still have to send him coffee beans every mo.	0	0
		AC8PTTE9SEU9E	Best Quick Cook Wild Rice.	This is the best one. Bob's Red Mill doesn't hold a candle to this. It's fluffy, delicious. and doesn't stick to the pan.<br />I use 4:1 water to rice....Yum	1	0
		AT5E064X2TLJX	The Greatest	I lived in Germany for almost 20 years, I absolutely fell in love with the Asbach filled candies, they are the very, very best anywhere in the world. I would Highly Recommend them and know you'll really love them. There are look-alikes on the market, but NONE as great as these.	1	0
		A3K3SE4RK846WO	Love Newman's Products	My dog really enjoyed these snacks.  She has Kidney problems so I am warry of giving her any old treats.  I trust the Newman brand and have faith that they don't put fillers (such as wood chips or other low quality ingredients) into their products.  Let's face it, our dogs are part of our families and we should feed them high quality foods and snacks.  These are on the larger side - I prefer smaller treats for my dog because she is overweight.  Overall a great quality - check the ingredients listed in case your dog has any allergies.	1	1
		A2BCB516A8HV6K	amazing	Take 5 are my favorite candy bar.  The perfect mix of salty and sweet.  This package is a good value, giving you six packs of snack-size bars, which probably contain about 20 individual bars in each (I should've counted before I ate them all, whoops!).	0	0
		A1QGQ6BDB5PR2X	Love this product	"Just be forewarned it is a bit ""moist.""  Have plenty of papertowels/napkins around when eating it.<br /><br />However for vegan jerky, this has by far the best texture. You will be picking it out of your teeth for hours! And for me, that is a good thing!<br /><br />My fav is the BBQ flavor, however their other flavors are very tasty as well :-)"	1	0
		A14TL45CP14SUX	Corgi Owners Beware	I purchased this toy for my four month old corgi; she absolutely loves it. The only problem is she figured out how to get the bottom off (where humans fill to bottle) before she figured out how to use it as designed. So, if you have a corgi or any extremely bright dog, you may want to consider gluing the bottom shut and taking a more difficult approach of filling with treats via the top.	0	0
		A3P5V207OED3JS	Dogs go crazy for this	As another reviewer noted...This is like crack for dogs! My dog likes jerky but loves freeze dried liver. The tub may be a but much but is the best value.	0	0
		A3IQ9MP118YTIU	deliciously addictive	best candy I know of.... like tasting a glass of pink grapefruit juice--  but lasts longer!	0	0
		AT9Z378V18UFF	Yum	This powdered peanut butter is yum.  I like to add it to my morning low fat/cal shake. I would definitely order again!	0	0
		A2RB1UIF3W1G8C	Great Coffee !	I drink alot of coffee and love hazelnut coffee, this brand has the best flavor I have ever tasted. I have bought several different brands and this one is the BEST! It may be a few dollars more but it is worth it. I absolutely love and enjoy it every morning.	0	0
		A1E517P7IR19RH	Sweet Potato PopChips are Sweeeeet!	I think Sweet potato is the best flavor that Popchips offers.  They have the lowest sodium without sacrificing taste.  Not only do I love them, but my son loves them.  And he is hard to please.  Very healthy alternative to fried chips.	1	0
		A1HR52VI4R6WIY	Excellent Treat	These are excellent and healthy training high value treats.  My dogs love them.  They are good to handle after hydrating.  I like they come in various versions.	0	0
		A39OSL9YIIROA7	Delicious!	They have this coffee at where I work... and before this, they had this horrible folgers coffee which HAD to be diluted with sweetner and creamer... I can actually drink this black because it's actually good! It tastes like a coffee that was brewed from a cafe, not just your coffee machine at home. Good stuff.	0	0
		A3O7W6JNQF4Q7E	Glutino products are consistantly great.	"We have been a gluten free family for 17 years.  At first the GF products available in our local store in no way resembled the foods we were comfortable with.  If it was a baked good I baked it at home, there was no reasonable option especially for crackers.  A few years ago we discovered Glutino products.  The brand is consistently great.  I know if I am buying a Glutino product my family will love it. I love the convenience and value of ""subscribe and save"".  The Glutino GF original crackers arrive at our door almost effortlessly.  <a href=""http://www.amazon.com/gp/product/B001CWV4PA"">Glutino Gluten Free Original Crackers, 4.4 Ounce Boxes (Pack of 6)</a>  My family packs them in lunch boxes and snacks on the crackers happily because they taste great."	0	0
		A1Z86GS9B9DPB2	the best for less	I bought this coffee for my mom, which is getting harder to find where we live. She says this is her favorite by far, the smell and taste you can't beat. Cheaper to buy on here than store, which only has a couple at a time. This is a year supply for her.	1	0
		A2HZFCI50VR99A	Too dry and sharp	I had previously purchased the chicken and the duck from this line so I wanted to try the beef liver.<br />Well, my dog likes the flavor but I don't like how dry they are. They have very sharp edges and I had to be creative to soften them a bit so that my dog wouldn't suffer from a rapture in the esophagus while eating them as they are. The other 2 (chicken + duck) are a little chewer than this one. I would not buy this again unless texture improves.	1	1
		A3P1GFZYSIDK23	Delicious, and easy to make healthier	"These are very good, and so easy!  Plus, I never fail to be impressed at how CHOCK-FULL they are of chocolate chunks.  No skimping here.  I order it through Amazon's ""Subscribe and Save"" program, which makes these a very good deal indeed.  What makes these cookies an even BETTER deal is that you can make them healthier by substituting ingredients.  This mix calls for one egg and 1 stick of butter.  Instead, I use the egg and a generous 1/4 c. peanut butter plus a generous 1/4 c. plain yogurt (and a bit of water as-needed for consistency).  No butter necessary.  They still come out good, and I feel even better about them.  Eat & ENJOY!"	2	0
